algo,feat_set,pa_method,rep,fold,k_effective,auc_roc,pr_auc,tss,tss_thr,thr_source,sensitivity,specificity,brier,cal_slope,cal_int,n_pres,n_bg,n_feat_vif,selected,pa_ratio,n_pa_actual,n_pres_tr,n_pres_dropped,n_eval_bg,inner_threshold,hp_str
RF,M_S,random,1,1,3,0.7396153846153847,0.38509052002651184,0.2257692307489918,0.5538,inner_oof,0.2308,0.995,0.07622947390838226,1.6045,-1.8442,13,400,4,"bio04,bio10,bio15,bio17",1:5,125,25,0,400,0.5538,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.7, ""max_depth"": 5}"
RF,M_S,spatial_constrained,1,1,3,0.6147115384615384,0.3516824080045759,0.28769230766618903,0.2775,inner_oof,0.3077,0.98,0.03953348915318751,-0.014,-3.463,13,400,4,"bio04,bio10,bio15,bio17",1:5,125,25,0,400,0.2775,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": 20}"
RF,M_S,two_step,1,1,3,0.859423076923077,0.3305479633840302,0.3026923076661516,0.89,inner_oof,0.3077,0.995,0.20011162227602902,1.0669,-3.7288,13,400,4,"bio04,bio10,bio15,bio17",1:1,25,25,0,400,0.89,"{""n_estimators"": 100, ""min_samples_leaf"": 1, ""max_features"": 0.7, ""max_depth"": 20}"
RF,M_S,uncertainty_zone,1,1,3,0.76625,0.41349041786285406,0.3026923076661516,0.2095,inner_oof,0.3077,0.995,0.02362798234638668,0.2273,-1.8186,13,400,4,"bio04,bio10,bio15,bio17",1:10,250,25,0,400,0.2095,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SA,random,1,1,3,0.7388461538461539,0.14865797767054587,0.2573076922530255,0.4063,inner_oof,0.6923,0.565,0.17931041231833164,0.6359,-3.1944,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.4063,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SA,spatial_constrained,1,1,3,0.8146153846153845,0.29745743269420244,0.38538461533535306,0.2252,inner_oof,0.6154,0.77,0.03976423152742623,0.9876,-1.5259,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.2252,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SA,two_step,1,1,3,0.7259615384615385,0.20193387900372706,0.39807692300472963,0.3223,inner_oof,0.9231,0.475,0.24658903818180486,0.7971,-3.6068,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.3223,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SA,uncertainty_zone,1,1,3,0.8390384615384616,0.4690339722544046,0.3026923076661516,0.2342,inner_oof,0.3077,0.995,0.02327861486179581,0.5311,-1.0293,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.2342,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SP,random,1,1,3,0.6735576923076922,0.05348736468867557,0.15999999992267688,0.2204,inner_oof,1.0,0.16,0.2869185278260988,0.6356,-3.5484,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.2204,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.5, ""max_depth"": 5}"
RF,M_SP,spatial_constrained,1,1,3,0.8486538461538462,0.272315822828265,0.571153846086945,0.3364,inner_oof,0.8462,0.725,0.0899525344904904,1.651,-2.3325,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.3364,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": 20}"
RF,M_SP,two_step,1,1,3,0.8054807692307692,0.19738648514994311,0.3384615384181182,0.7667,inner_oof,0.5385,0.8,0.3181846257932034,1.2667,-4.4173,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.7667,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.5, ""max_depth"": 5}"
RF,M_SP,uncertainty_zone,1,1,3,0.8975961538461538,0.21970610990897457,0.4334615384178808,0.3221,inner_oof,0.5385,0.895,0.05521779082366902,1.887,-1.3506,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.3221,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SAP,random,1,1,3,0.7482692307692308,0.16137767388254814,0.031153846088294967,0.3026,inner_oof,0.8462,0.185,0.18839685692811783,1.1831,-3.3115,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.3026,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SAP,spatial_constrained,1,1,3,0.85,0.18645943826652275,0.5111538460870948,0.19,inner_oof,0.8462,0.665,0.07029709084110584,0.9582,-2.2125,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.19,"{""n_estimators"": 300, ""min_samples_leaf"": 1, ""max_features"": 0.5, ""max_depth"": 5}"
RF,M_SAP,two_step,1,1,3,0.8313461538461538,0.24001009309343943,0.3967307691700288,0.499,inner_oof,0.7692,0.6275,0.23711704369039213,0.9693,-3.8965,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.499,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SAP,uncertainty_zone,1,1,3,0.904423076923077,0.17987198388737113,0.7305769230038983,0.1369,inner_oof,0.9231,0.8075,0.03524599241322223,1.1703,-1.0169,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.1369,"{""n_estimators"": 300, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 10}"
XGB,M_S,random,1,1,3,0.6613461538461537,0.3433190104217047,0.43903846150051495,0.5727,inner_oof,0.4615,0.9775,0.07120031118392944,0.7525,-2.7596,13,400,4,"bio04,bio10,bio15,bio17",1:5,125,25,0,400,0.5727,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_S,spatial_constrained,1,1,3,0.623653846153846,0.3286303100730597,0.22326923074899807,0.5675,inner_oof,0.2308,0.9925,0.02798296883702278,0.5108,-1.6819,13,400,4,"bio04,bio10,bio15,bio17",1:5,125,25,0,400,0.5675,"{""subsample"": 1.0, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}"
XGB,M_S,two_step,1,1,3,0.6749038461538461,0.3123770610792261,0.436538461500521,0.7242,inner_oof,0.4615,0.975,0.05603491887450218,0.6372,-2.8089,13,400,4,"bio04,bio10,bio15,bio17",1:5,125,25,0,400,0.7242,"{""subsample"": 1.0, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 7, ""learning_rate"": 0.2, ""colsample_bytree"": 0.6}"
XGB,M_S,uncertainty_zone,1,1,3,0.5669230769230769,0.3002893582503393,0.22826923074898553,0.557,inner_oof,0.2308,0.9975,0.025107653811573982,0.7676,-0.7452,13,400,4,"bio04,bio10,bio15,bio17",1:10,250,25,0,400,0.557,"{""subsample"": 0.9, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}"
XGB,M_SA,random,1,1,3,0.8244230769230769,0.31121265400580334,0.22076923074900434,0.8461,inner_oof,0.2308,0.99,0.0705948993563652,0.9078,-2.3793,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.8461,"{""subsample"": 1.0, ""n_estimators"": 300, ""min_child_weight"": 5, ""max_depth"": 7, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}"
XGB,M_SA,spatial_constrained,1,1,3,0.7624038461538462,0.2256363894389184,0.3878846153353468,0.2791,inner_oof,0.6154,0.7725,0.06793635338544846,0.4718,-2.3586,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.2791,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_SA,two_step,1,1,3,0.8346153846153846,0.2741666959426676,0.43903846150051495,0.8213,inner_oof,0.4615,0.9775,0.25635284185409546,1.1796,-4.2736,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.8213,"{""subsample"": 1.0, ""n_estimators"": 300, ""min_child_weight"": 5, ""max_depth"": 7, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}"
XGB,M_SA,uncertainty_zone,1,1,3,0.7928846153846153,0.46682488250834436,0.15384615383181943,0.8841,inner_oof,0.1538,1.0,0.024575065821409225,1.2021,-0.2568,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:10,250,25,0,400,0.8841,"{""subsample"": 0.9, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}"
XGB,M_SP,random,1,1,3,0.8142307692307692,0.16895354520110406,0.33980769225281904,0.44,inner_oof,0.6923,0.6475,0.26181647181510925,0.3325,-3.4005,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.44,"{""subsample"": 0.9, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}"
XGB,M_SP,spatial_constrained,1,1,3,0.8314423076923078,0.20991736455388435,0.36788461533539696,0.3916,inner_oof,0.6154,0.7525,0.16628974676132202,0.3657,-3.2796,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.3916,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_SP,two_step,1,1,3,0.8118269230769231,0.16255356850796285,0.34730769225280045,0.8479,inner_oof,0.6923,0.655,0.3191775977611542,0.2784,-3.5967,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.8479,"{""subsample"": 0.9, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}"
XGB,M_SP,uncertainty_zone,1,1,3,0.8841346153846155,0.29724511085251604,0.31711538458346755,0.2501,inner_oof,0.3846,0.9325,0.043315112590789795,0.6059,-1.8346,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.2501,"{""subsample"": 0.9, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.2, ""colsample_bytree"": 0.6}"
XGB,M_SAP,random,1,1,3,0.8054807692307693,0.2001669170116223,0.36980769225274424,0.3519,inner_oof,0.6923,0.6775,0.23181846737861633,0.4139,-3.3705,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.3519,"{""subsample"": 1.0, ""n_estimators"": 300, ""min_child_weight"": 5, ""max_depth"": 7, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}"
XGB,M_SAP,spatial_constrained,1,1,3,0.8201923076923076,0.18554734199781264,0.36788461533539696,0.3672,inner_oof,0.6154,0.7525,0.15588417649269104,0.3548,-3.1307,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.3672,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
XGB,M_SAP,two_step,1,1,3,0.7990384615384616,0.18068073472380697,0.33980769225281904,0.6283,inner_oof,0.6923,0.6475,0.30452200770378113,0.3402,-3.609,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.6283,"{""subsample"": 1.0, ""n_estimators"": 300, ""min_child_weight"": 5, ""max_depth"": 7, ""learning_rate"": 0.05, ""colsample_bytree"": 0.8}"
XGB,M_SAP,uncertainty_zone,1,1,3,0.886923076923077,0.25194160621622286,0.5503846153349405,0.2485,inner_oof,0.6154,0.935,0.04307786747813225,0.7448,-1.8915,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:10,250,25,0,400,0.2485,"{""subsample"": 0.9, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}"
MXN,M_S,random,1,1,3,0.7269230769230769,0.162113393017219,0.022499999923020653,0.546,inner_oof,1.0,0.0225,0.7979449022885755,1.3393,-7.3533,13,400,4,"bio04,bio10,bio15,bio17",1:1,25,25,0,400,0.546,"{""l1_ratio"": 0.0, ""C"": 5.0}"
MXN,M_S,spatial_constrained,1,1,3,0.7201923076923077,0.13390642136763029,0.18826923074908564,0.7194,inner_oof,0.2308,0.9575,0.09885387389604788,0.313,-2.7662,13,400,4,"bio04,bio10,bio15,bio17",1:3,75,25,0,400,0.7194,"{""l1_ratio"": 0.75, ""C"": 1.0}"
MXN,M_S,two_step,1,1,3,0.6757692307692308,0.06992941332098396,0.3028846153355593,0.8037,inner_oof,0.6154,0.6875,0.386855189835918,0.2119,-3.5175,13,400,4,"bio04,bio10,bio15,bio17",1:1,25,25,0,400,0.8037,"{""l1_ratio"": 0.0, ""C"": 5.0}"
MXN,M_S,uncertainty_zone,1,1,3,0.7955769230769231,0.3238507738767894,0.30538461533555306,0.1549,inner_oof,0.6154,0.69,0.04227824598013007,1.8178,-0.6318,13,400,4,"bio04,bio10,bio15,bio17",1:3,75,25,0,400,0.1549,"{""l1_ratio"": 0.25, ""C"": 0.1}"
MXN,M_SA,random,1,1,3,0.3894230769230769,0.02610969973016378,0.18749999992260813,0.6257,inner_oof,1.0,0.1875,0.786664105760169,0.0234,-3.6522,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:1,25,25,0,400,0.6257,"{""l1_ratio"": 0.0, ""C"": 5.0}"
MXN,M_SA,spatial_constrained,1,1,3,0.8115384615384615,0.14622385349350706,0.3986538460873761,0.5522,inner_oof,0.8462,0.5525,0.29241171884098205,0.8245,-3.8761,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:3,75,25,0,400,0.5522,"{""l1_ratio"": 0.75, ""C"": 1.0}"
MXN,M_SA,two_step,1,1,3,0.7144230769230769,0.06394536247187194,0.289807692252944,0.6382,inner_oof,0.6923,0.5975,0.31263908255488226,1.1157,-3.9657,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:1,25,25,0,400,0.6382,"{""l1_ratio"": 0.25, ""C"": 0.05}"
MXN,M_SA,uncertainty_zone,1,1,3,0.7748076923076923,0.5874112316191411,-2.5000002068509275e-12,0.53,inner_oof,0.0,1.0,0.08624664762910453,5.3336,0.4962,13,400,6,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order",1:1,25,25,0,400,0.53,"{""l1_ratio"": 0.25, ""C"": 0.05}"
MXN,M_SP,random,1,1,3,0.5325,0.036522842882119835,0.18307692300526712,0.742,inner_oof,0.9231,0.26,0.68931914355755,0.1065,-3.6574,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.742,"{""l1_ratio"": 0.75, ""C"": 1.0}"
MXN,M_SP,spatial_constrained,1,1,3,0.7346153846153847,0.06326335005309519,0.3230769230049171,0.5398,inner_oof,0.9231,0.4,0.34071460424757505,0.8331,-3.9207,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.5398,"{""l1_ratio"": 0.25, ""C"": 0.1}"
MXN,M_SP,two_step,1,1,3,0.7253846153846154,0.06076693754246234,0.3880769230047547,0.8739,inner_oof,0.9231,0.465,0.5801999590981393,0.3652,-4.256,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.8739,"{""l1_ratio"": 0.75, ""C"": 1.0}"
MXN,M_SP,uncertainty_zone,1,1,3,0.7732692307692308,0.07799199297981253,0.5636538460869636,0.3764,inner_oof,0.8462,0.7175,0.22847471790545767,0.1206,-3.3354,13,400,8,"bio04,bio10,bio15,bio17,P1_pop_density,P2_dist_road,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.3764,"{""l1_ratio"": 0.0, ""C"": 5.0}"
MXN,M_SAP,random,1,1,3,0.7251923076923077,0.06312169049679142,0.21346153841843085,0.8911,inner_oof,0.5385,0.675,0.4382022389278153,0.3513,-3.8395,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.8911,"{""l1_ratio"": 0.75, ""C"": 1.0}"
MXN,M_SAP,spatial_constrained,1,1,3,0.7301923076923077,0.06464940537092229,0.289807692252944,0.6365,inner_oof,0.6923,0.5975,0.32137584038343103,0.4478,-3.588,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.6365,"{""l1_ratio"": 0.25, ""C"": 0.1}"
MXN,M_SAP,two_step,1,1,3,0.7944230769230769,0.1019865206390634,0.4428846153352093,0.8986,inner_oof,0.6154,0.8275,0.3368973943676773,0.4744,-3.768,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.8986,"{""l1_ratio"": 0.75, ""C"": 1.0}"
MXN,M_SAP,uncertainty_zone,1,1,3,0.8421153846153846,0.1499321439077915,-7.692313452878352e-11,0.4098,inner_oof,1.0,0.0,0.2374912743292274,25.9802,-2.0906,13,400,9,"bio04,bio10,bio15,bio17,A1_dist_waterway,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.4098,"{""l1_ratio"": 0.25, ""C"": 0.05}"
RF,M_S,random,1,2,3,0.8891346153846154,0.2497476652709545,0.646730769169404,0.5368,inner_oof,0.7692,0.8775,0.15864793387681048,0.9337,-3.7334,13,400,6,"bio07,bio10,bio12,bio15,bio17,elevation",1:1,25,25,0,400,0.5368,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": 20}"
RF,M_S,spatial_constrained,1,2,3,0.9289423076923078,0.44823490166183133,0.5453846153349531,0.6033,inner_oof,0.6154,0.93,0.07494492954230844,1.458,-2.5261,13,400,6,"bio07,bio10,bio12,bio15,bio17,elevation",1:3,75,25,0,400,0.6033,"{""n_estimators"": 100, ""min_samples_leaf"": 10, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_S,two_step,1,2,3,0.9275961538461539,0.2057698715890327,0.5503846153349405,0.7465,inner_oof,0.6154,0.935,0.1230113944274239,0.2438,-3.3276,13,400,6,"bio07,bio10,bio12,bio15,bio17,elevation",1:3,75,25,0,400,0.7465,"{""n_estimators"": 100, ""min_samples_leaf"": 2, ""max_features"": 0.7, ""max_depth"": 5}"
RF,M_S,uncertainty_zone,1,2,3,0.8429807692307693,0.23496634596789412,0.6086538460868511,0.4823,inner_oof,0.8462,0.7625,0.20399448270538859,1.7012,-3.5019,13,400,6,"bio07,bio10,bio12,bio15,bio17,elevation",1:1,25,25,0,400,0.4823,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": 20}"
RF,M_SA,random,1,2,3,0.9199038461538462,0.2861240684596584,0.6198076922521192,0.6544,inner_oof,0.6923,0.9275,0.13278988981293235,0.9762,-3.6369,13,400,8,"bio07,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order",1:1,25,25,0,400,0.6544,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": 20}"
RF,M_SA,spatial_constrained,1,2,3,0.9561538461538461,0.3643105218897074,0.869999999920902,0.43,inner_oof,1.0,0.87,0.06911186440677966,1.7295,-2.6779,13,400,8,"bio07,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order",1:5,125,25,0,400,0.43,"{""n_estimators"": 100, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""max_depth"": null}"
RF,M_SA,two_step,1,2,3,0.9321153846153846,0.2100159991332753,0.49096153841773704,0.9382,inner_oof,0.5385,0.9525,0.16055702562550445,0.2025,-3.6784,13,400,8,"bio07,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order",1:1,25,25,0,400,0.9382,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.7, ""max_depth"": null}"
RF,M_SA,uncertainty_zone,1,2,3,0.9345192307692307,0.3504048114239738,0.5378846153349719,0.4109,inner_oof,0.6154,0.9225,0.083245032115198,4.4341,-0.8308,13,400,8,"bio07,bio10,bio12,bio15,bio17,elevation,A1_dist_waterway,A2_waterway_order",1:3,75,25,0,400,0.4109,"{""n_estimators"": 100, ""min_samples_leaf"": 10, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SP,random,1,2,3,0.9204807692307693,0.3583473952799167,0.14634615383183824,0.7082,inner_oof,0.1538,0.9925,0.05253623912308287,1.356,-1.8757,13,400,9,"bio07,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:5,125,25,0,400,0.7082,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SP,spatial_constrained,1,2,3,0.92375,0.40186221248144277,0.2776923076662141,0.5594,inner_oof,0.3077,0.97,0.04945707211457113,1.4211,-1.7961,13,400,9,"bio07,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:5,125,25,0,400,0.5594,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SP,two_step,1,2,3,0.9216346153846153,0.3206726529122103,0.20576923074904174,0.7953,inner_oof,0.2308,0.975,0.08773963274468143,0.7058,-2.9469,13,400,9,"bio07,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:5,125,25,0,400,0.7953,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SP,uncertainty_zone,1,2,3,0.9245192307692307,0.3667978448342021,0.42403846150055235,0.7298,inner_oof,0.4615,0.9625,0.20179317487220877,2.1482,-3.8382,13,400,9,"bio07,bio10,bio12,bio15,bio17,elevation,P1_pop_density,P2_dist_road,P3_road_density",1:1,25,25,0,400,0.7298,"{""n_estimators"": 200, ""min_samples_leaf"": 2, ""max_features"": 0.7, ""max_depth"": null}"
RF,M_SAP,random,1,2,3,0.9181730769230769,0.3209728689816111,0.3790384615006648,0.6078,inner_oof,0.4615,0.9175,0.10147112328121131,1.1054,-3.0374,13,400,10,"bio07,bio10,bio12,bio15,bio17,elevation,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:1,25,25,0,400,0.6078,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": 20}"
RF,M_SAP,spatial_constrained,1,2,3,0.9259615384615384,0.3318843762882832,0.2776923076662141,0.5656,inner_oof,0.3077,0.97,0.056453587511012746,1.603,-1.8519,13,400,10,"bio07,bio10,bio12,bio15,bio17,elevation,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:3,75,25,0,400,0.5656,"{""n_estimators"": 100, ""min_samples_leaf"": 10, ""max_features"": 0.5, ""max_depth"": 10}"
RF,M_SAP,two_step,1,2,3,0.90125,0.17644808507279047,0.28461538458354885,0.4672,inner_oof,0.3846,0.9,0.07191454161051275,0.7298,-2.3664,13,400,10,"bio07,bio10,bio12,bio15,bio17,elevation,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.4672,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": null}"
RF,M_SAP,uncertainty_zone,1,2,3,0.8997115384615385,0.32226663823831797,0.47596153841777467,0.3808,inner_oof,0.5385,0.9375,0.06613236474718182,2.2165,-1.3836,13,400,10,"bio07,bio10,bio12,bio15,bio17,elevation,A2_waterway_order,P1_pop_density,P3_road_density,P4_dist_urban",1:5,125,25,0,400,0.3808,"{""n_estimators"": 200, ""min_samples_leaf"": 5, ""max_features"": 0.5, ""max_depth"": null}"
XGB,M_S,random,1,2,3,0.9423076923076923,0.22536648104057677,0.6792307691693227,0.7664,inner_oof,0.7692,0.91,0.17281603813171387,0.9677,-3.9146,13,400,6,"bio07,bio10,bio12,bio15,bio17,elevation",1:5,125,25,0,400,0.7664,"{""subsample"": 0.7, ""n_estimators"": 100, ""min_child_weight"": 10, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 1.0}"
XGB,M_S,spatial_constrained,1,2,3,0.9281730769230769,0.22774454526126767,0.6123076922521378,0.7701,inner_oof,0.6923,0.92,0.1382354497909546,0.9573,-3.7725,13,400,6,"bio07,bio10,bio12,bio15,bio17,elevation",1:5,125,25,0,400,0.7701,"{""subsample"": 0.7, ""n_estimators"": 100, ""min_child_weight"": 10, ""max_depth"": 5, ""learning_rate"": 0.1, ""colsample_bytree"": 1.0}"
XGB,M_S,two_step,1,2,3,0.9207692307692308,0.18194417641008487,0.6986538460866263,0.8467,inner_oof,0.8462,0.8525,0.28615686297416687,0.8567,-4.8527,13,400,6,"bio07,bio10,bio12,bio15,bio17,elevation",1:1,25,25,0,400,0.8467,"{""subsample"": 0.7, ""n_estimators"": 300, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.1, ""colsample_bytree"": 0.6}"
